lead_id,company,domain,website,source_query,title,description,emails,email_titles,email_phones,email_names,phones,contact_page,linkedin,detected_tech,categories,reseller_score,priority,reasons,suggested_angle,status,country,country_name,notes,crawled_at
www_universellutforming_no,Universellutforming,universellutforming.no,http://www.universellutforming.no/,Sortlist NO – digital agencies,"Universell Utforming AS | Vi gjør bygg, uteområder, teknologi og media bedre å bruke","Universell Utforming AS hjelper med å gjøre bygg, uteområder og digitale løsninger bedre å bruke for flere.",,,,,+47 22 41 41 23,https://universellutforming.no/kontakt-oss/,https://www.linkedin.com/company/universell-utforming-as/,"Magento, WooCommerce, WordPress, WordPress 6.9.4","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: webdesign, nettside, nettsider, website; wordpress: wordpress, wp-content, woocommerce, divi; seo: seo; communication: kommunikasjon, innhold, content; public_sector: kommune, stat, fylkeskommune, universitet; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: våre kunder, referanser, oppdrag","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,NO,Norway,,2026-05-24T22:37:46+00:00
www_represent_no,Represent,represent.no,https://www.represent.no/,Sortlist NO – E-commerce development,Represent - Business-critical web solutions,"At Represent we build business-critical websites, e-commerce platforms, and web applications with Sanity and Shopify, accelerated by AI.",hello@represent.no,,+47 90 13 87 81,Custom Web Application,+47 90 13 87 81,https://www.represent.no/about,https://no.linkedin.com/company/represent-agency,"Contentful, DotNetNuke, HubSpot, Magento, Sanity, Shopify, Storyblok, Webflow","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: website; wordpress: divi; seo: seo; communication: content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: case study, partner",BlueSearch embeds in Webflow/Framer sites with a single script tag — easy win for clients.,New,NO,Norway,,2026-05-24T22:37:47+00:00
www_maksimer_com,Maksimer,maksimer.com,https://www.maksimer.com/,Sortlist NO – E-commerce development,Maksimer - Maximize your e-commerce,"Maksimer is an experts in building, developing, and creating growth in integrated online stores. We help you with strategy and implementation.","post@maksimer.com, post@maksimer.no, post@maksimer.nophone",", CEO+44 330 912 7568\u00a0 Contact us InstagramThis field is , CEO+44 330 912 7568\u00a0 Contact us InstagramThis field is ",", +44 330 912 7568, +44 330 912 7568",", Platinum Partner Certified, Platinum Partner Certified","+44 330 912 7568, +47 55 91 31 35",https://maksimer.com/contact-us/,https://no.linkedin.com/company/maksimer,"Magento, Shopify, WooCommerce, WordPress, WordPress 6.8.5","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: nettside, website; wordpress: wordpress, wp-content, woocommerce, divi; seo: seo, søkemotoroptimalisering, search engine optimization; communication: content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: referanser, partner; NON-AGENCY penalty (apotek): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,NO,Norway,,2026-05-24T22:37:49+00:00
www_mediaaccess_no,Mediaaccess,mediaaccess.no,http://www.mediaaccess.no/,Sortlist NO – digital agencies,Media Access | Norges første AI-drevne markedsføringsbyrå,"Over 25 års erfaring kombinert med fremtidsrettet AI-teknologi. Vi er motoren bak en ny generasjon markedsføring der teknologi, data og erfaring jobber sammen.",post@mediaaccess.no,,,Google Ads,,http://www.mediaaccess.no/kontakt,,HubSpot,"ai_interest, communication, public_sector, seo, web_agency",100,A - High fit,"web_agency: webdesign, nettside, nettsider, website; seo: seo, søkemotoroptimalisering, google ads, synlighet; communication: content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: referanser",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,NO,Norway,,2026-05-24T22:37:49+00:00
www_b2b_no,B2b,b2b.no,http://www.b2b.no/,Sortlist NO – digital agencies,"B2B: Rekruttering, lederrekruttering, interimledelse","Rekruttering av B2B ledere, selgere og digitale markedsførere - Det som skiller oss ut, er arbeidet med helheten.","kunde@b2b.no, mona.hauge@b2b.no, noreply@paloma.se",", CEO/Senior Business Consultant +47 928 84 556 <a, ","+47 22 12 03 25, +47 92 88 45 56, ","Executive Search, Senior Business Consultant, ","+47 22 12 03 25, +47 92 88 45 56",https://b2b.no/kontakt-oss,,"Magento, WordPress","ai_interest, communication, public_sector, web_agency, wordpress",100,A - High fit,"web_agency: nettside, website; wordpress: wp-content; communication: innhold, content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: våre kunder, referanser, partner","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,NO,Norway,,2026-05-24T22:37:51+00:00
www_neptune_software_com,Neptune Software,neptune-software.com,https://www.neptune-software.com/,Sortlist NO – E-commerce development,AI-Powered Enterprise Apps on SAP | Neptune Software,"Build and run SAP applications and AI agents without starting from scratch. SAP-native, no middleware, offline-ready. Trusted by 500+ enterprises.",,,,,,https://www.neptune-software.com/naia-neptune-ai-assistant/,https://www.linkedin.com/company/neptune-software,"HubSpot, Magento, WooCommerce, WordPress, WordPress 6.9.4","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: webdesign, website; wordpress: wordpress, wp-content, woocommerce; seo: seo; communication: content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: partner",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,NO,Norway,,2026-05-24T22:38:17+00:00
bsgroup_eu,Bsgroup,bsgroup.eu,http://bsgroup.eu/,Sortlist NO – E-commerce development,Spyrosoft BSG | OTT Streaming Solutions For Every Screen,"At Spyrosoft BSG, formerly known as Better Software Group, we excel at providing comprehensive video solutions meticulously tailored for scalability and operational excellence.","b.lozia@bsgroup.eu, jtt@spyro-soft.com, k.musial@bsgroup.eu, office@bsgroup.eu, s.piwko@bsgroup.eu","CEO <a href=""mailto:b.lozia@bsgro, VP OF BUSINESS DEVELOPMENT <a hre, HEAD OF TECHNOLOGY <a href=""mailt, , CEO, HEAD OF STRATEGY <a href=""ma",", , , +48 795 945 870, ","Bartłomiej Lozia, Jonathan Witte, Krzysztof Musiał, , Sławomir Piwko",+48 795 945 870,http://bsgroup.eu/,https://www.linkedin.com/company/10418737/,"HubSpot, Magento, Salesforce, WordPress, WordPress 6.9.4","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: website; wordpress: wordpress, wp-content; seo: seo; communication: content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: partner",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,NO,Norway,,2026-05-24T22:38:19+00:00
www_ecommercemarketing_no,Ecommercemarketing,ecommercemarketing.no,https://www.ecommercemarketing.no/,Sortlist NO – E-commerce development,ECM - Vi skaper bransjeledere på sosiale medier,"Vi brenner for å skape kreative SoMe-strategier, som hjelper våre kunder å bli den foretrukne merkevaren i deres bransje.","an@ecm.no, kj@ecm.no, ls@ecm.no, navn@firma.no",", , , ","+47 91 31 91 22, +47 91 31 91 22, +47 91 31 91 22, +47 22 95 91 55","Performance Marketing, Performance Marketing, Performance Marketing, Performance Marketing",,https://www.ecommercemarketing.no/om-oss,https://www.linkedin.com/company/80965895/,"Magento, Webflow","ai_interest, communication, public_sector, seo, web_agency",100,A - High fit,"web_agency: nettside, website; seo: google ads; communication: kommunikasjon, innhold, content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: våre kunder, partner",BlueSearch embeds in Webflow/Framer sites with a single script tag — easy win for clients.,New,NO,Norway,,2026-05-24T22:38:19+00:00
akeo_tech,Akeo,akeo.tech,https://akeo.tech/,Sortlist NO – E-commerce development,Akeo | Fintech & Blockchain Consultancy | Concept & Software Development,Akeo is a concept and software development company specializing in Fintech and Blockchain Consultancy services. We aspire to bring digital transformation with innovative IT services for forward-thinking businesses.,"ashish@akeo.no, gupta@akeo.no, post@akeo.no, stian@akeo.no","Chief Innovation Officer <a href=""mailto:ashish, Chief Technical Officer <a href=""mailto:gupta@a, , Chief Executive Officer <a href=""mailto:stian@a",", , +47 35 90 13 00, ","Chief Innovation Officer, Chief Technical Officer, , Chief Executive Officer",+47 35 90 13 00,https://akeo.tech/contact-us/,https://www.linkedin.com/company/akeotech/,"Divi, Divi Child v.1.0.0, HubSpot, Magento, WordPress","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: website; wordpress: wordpress, wp-content, divi; seo: seo; communication: content; public_sector: stat; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: case study, partner",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,NO,Norway,,2026-05-24T22:38:21+00:00
www_wus_agency,Wus,wus.agency,https://www.wus.agency/,Sortlist NO – E-commerce development,Digitalagentur für starke Marken & nachhaltigen Erfolg | W&S,"Ihre Digitalagentur für durchdachte Websites, Konfiguratoren & Marketing. UX/UI & Development vereint für starke Marken ► Seit 1984",hello@wus.de,,,,"+47 21 11 20 24, +49 711 1842060",https://www.wus.agency/kontakt,https://de.linkedin.com/company/weiseundstark,"Magento, Shopify, Shopware, TYPO3, TYPO3 CMS, WordPress","ai_interest, communication, seo, web_agency, wordpress",100,A - High fit,"web_agency: website; wordpress: wordpress, divi; seo: seo; communication: content; ai_interest: ai, ki; has services/customers/cases language; offers maintenance/support; agency language: partner",Add BlueSearch as a TYPO3 extension for AI search on client sites.,New,NO,Norway,,2026-05-24T22:38:22+00:00
webicient_com,Webicient,webicient.com,https://webicient.com/,Sortlist SE – web design,Find & Hire top 2% developer - AI-Equipped | Webicient,"Strengthen your current team or build from scratch – without hiring. We deliver the same quality and accountability as in-house, but without the risk.",hello@webicient.com,,+46 18 78 14 26,Sadegh Mirkhalafi,,,https://www.linkedin.com/company/18781426/,"Elementor, HubSpot, Magento, WordPress, WordPress 7.0","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: webbutveckling, website; wordpress: wordpress, wp-content, elementor; seo: seo, search engine optimization; communication: content; public_sector: region; ai_interest: ai, chatgpt; has services/customers/cases language; offers maintenance/support",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,SE,Sweden,,2026-05-24T22:38:28+00:00
civitta_com,Civitta,civitta.com,https://civitta.com/,Sortlist SE – web design,Civitta,"Civitta bridges digital, management consulting, public advisory, innovation, and funding across CEE, the Nordics, and Central Asia.",,,,,"+46 20 12 20 12, +46 20 13 20 13, +46 20 14 20 14, +46 20 15 20 15, +46 20 16 20 16, +46 20 17 20 17, +46 20 18 20 18, +46 20 19 20 19, +46 20 21 20 21, +46 20 22 20 22, +46 20 23 20 23, +46 20 24 20 24, +46 20 25 20 25, +46 20 26 20 26, +46 20 26 20 28",https://civitta.com/about-us/,https://www.linkedin.com/company/civitta,"Magento, WordPress","ai_interest, communication, public_sector, seo, web_agency, wordpress",100,A - High fit,"web_agency: web design, website; wordpress: wordpress, wp-content; seo: seo; communication: content; public_sector: region; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: partner","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,SE,Sweden,,2026-05-24T22:38:31+00:00
www_ampilio_se,Ampilio,ampilio.se,https://www.ampilio.se/,Sortlist SE – web design,Ampilio | Vi ökar er försäljning med digital marknadsföring,Ampilio är ledande inom digital marknadsföring med mätbara resultat. Vi är en marknadsföringspartner som ökar er försäljning och höjer kundnöjdheten.,"evelina@ampilio.se, javier@ampilio.es, maja@ampilio.se, mathilda@ampilio.se, natalia@ampilio.es, oliwer@ampilio.se, oscar@ampilio.se",", , , , , , ","+46 70 635 55 13, +46 70 635 55 13, +46 70 635 55 13, +46 70 635 55 13, +46 70 635 55 13, +46 70 635 55 13, +46 70 635 55 13","Mathilda Johnsson, Mathilda Johnsson, Mathilda Johnsson, Mathilda Johnsson, Mathilda Johnsson, Mathilda Johnsson, Mathilda Johnsson","+46 21 444 02 20, +46 70 035 24 42, +46 70 635 55 13, +46 73 500 32 22, +46 73 525 36 03, +46 73 960 06 70, +46 8 00 17 00",https://www.ampilio.se/kontakt,https://www.linkedin.com/company/ampilio,"Magento, Shopify, Webflow","ai_interest, communication, public_sector, seo, web_agency",100,A - High fit,"web_agency: hemsida, hemsidor, website; seo: seo; communication: kommunikation, content; public_sector: kommun, universitet; ai_interest: ai; has services/customers/cases language; agency language: våra kunder, partner, uppdrag",BlueSearch embeds in Webflow/Framer sites with a single script tag — easy win for clients.,New,SE,Sweden,,2026-05-24T22:38:32+00:00
www_u1core_com,U1core,u1core.com,https://www.u1core.com/,Sortlist SE – web design,Digital Product Design & App Development Agency - U1CORE,"High-end digital product design and mobile app development agency. We build scalable SaaS, Fintech, and AI solutions for startups and enterprises globally.","hello@u1core.com, hr@u1core.com",", ","+46 20 25 11 25, ","Winning Products, ",,https://www.u1core.com/#book,https://www.linkedin.com/company/uonecore/,"All in One SEO (AIOSEO) 4.9.7.2, Magento, Webflow, WordPress","ai_interest, communication, seo, web_agency, wordpress",100,A - High fit,"web_agency: web design, website; wordpress: wordpress, wp-content, divi; seo: seo, google ads; communication: content; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: partner",BlueSearch embeds in Webflow/Framer sites with a single script tag — easy win for clients.,New,SE,Sweden,,2026-05-24T22:38:32+00:00
